invoice_id,age,annual_income,days_past_due,outstanding_amount,true_pd,true_lgd,default_flag,pred_pd,pred_lgd,expected_loss,value_of_call,selected_optimized,selected_random,selected_naive_risk
INV_00057,31.9,38791.67,18,2272.54,0.1435697509859165,0.5013218672938498,0,0.1431901431901432,0.723880388111087,235.55453512991244,70.66636053897373,0,0,0
INV_00058,38.3,70082.42,3,6123.14,0.0891700329194124,0.523835660143488,0,0.0832354552464182,0.7259858856848033,370.00766925267624,111.00230077580287,0,0,0
INV_00059,44.8,50635.37,1,3832.95,0.0977052136200342,0.7594660089720462,0,0.1261649742662401,0.7155411281902581,346.02426820673844,103.80728046202152,0,0,0
INV_00060,30.2,38390.67,6,4625.78,0.1160432389384781,0.7795812728440792,0,0.1261649742662401,0.7164516185547773,418.1293426411232,125.43880279233694,0,0,0
INV_00061,33.1,128352.25,17,14508.09,0.0786511722840064,0.8667150140545139,0,0.0619218707292161,0.7286071991763233,654.5574458679714,196.36723376039143,0,0,0
INV_00062,23.9,46587.1,2,4449.01,0.1022202537836517,0.5571422107875191,0,0.1028015558093623,0.714546580908448,326.80870402442383,98.04261120732714,0,0,0
INV_00063,23.0,56622.63,20,6193.79,0.1329675729869495,0.6833041514643171,0,0.1179185102129928,0.7175562071034048,524.0761376844683,157.2228413053405,0,0,0
INV_00064,43.1,37424.07,23,4247.93,0.1580420735042456,0.6233760339661657,0,0.1676215940921823,0.7090431480072152,504.8704852322208,151.46114556966623,0,0,0
INV_00065,48.6,31933.63,70,4747.16,0.3399115195917866,0.9645011018761966,0,0.2739149888143177,0.712168334908607,926.0455031079782,277.81365093239344,0,0,0
INV_00066,34.3,74842.38,46,6831.69,0.1866410808668756,0.9722914128046476,1,0.2254901960784313,0.7120541333948567,1096.9045231290495,329.0713569387148,0,0,0
INV_00067,45.0,26670.27,17,2447.15,0.152126006543497,0.7884078010688834,0,0.1481851481851482,0.7094043550463889,257.25221312555374,77.17566393766612,0,0,0
INV_00068,38.6,67092.37,32,6368.47,0.1539395831528267,0.7829117482824118,0,0.1481851481851482,0.7214677534742513,680.858260428183,204.2574781284549,0,0,0
INV_00069,28.5,62428.82,10,6318.25,0.1068268442274707,0.9861781915347212,1,0.1142486878536694,0.7315508291038106,528.0712623196597,158.42137869589791,0,0,0
INV_00070,38.6,33096.67,18,5813.98,0.1487612943786138,0.8390755390366511,1,0.1709892330836911,0.7190936515226098,714.871120199781,214.4613360599343,0,0,0
INV_00071,50.4,35764.64,11,3607.27,0.1291866780616531,0.6867555452713203,0,0.1391218755210136,0.7181425677970685,360.39996823277056,108.11999046983117,0,0,0
INV_00072,34.6,46755.69,9,3820.86,0.1161200572328244,0.7922805585717524,0,0.1295663348104577,0.7166160677998193,354.76424277056043,106.42927283116812,0,0,0
INV_00073,50.6,31039.65,27,1949.47,0.1759899342430592,0.6509838361622438,1,0.1854033903549912,0.7306417033227827,264.0819297871063,79.22457893613188,0,0,0
INV_00074,18.0,24869.82,8,3739.63,0.131194594899586,0.8463359554114642,1,0.1911444260437549,0.7115314030421475,508.6093566114707,152.5828069834412,0,0,0
INV_00075,43.2,48929.39,10,4033.68,0.1166073957722019,0.6518643782365742,0,0.1295663348104577,0.7161280338514396,374.26937373396845,112.28081212019053,0,0,0
INV_00076,35.9,76796.74,10,8343.26,0.0972176002617472,0.5242195495753076,0,0.0832354552464182,0.7236521631434715,502.5438950419801,150.763168512594,0,0,0
INV_00077,32.0,59522.64,41,5272.57,0.187983541356423,0.7944991610329188,0,0.2201258130370792,0.7095363525655138,823.5082956658297,247.0524886997489,0,0,0
INV_00078,35.9,91331.76,4,7866.48,0.0788249582709275,0.8563453262778077,0,0.0734161236027793,0.7115823549044038,410.9576441182027,123.28729323546081,0,0,0
INV_00079,18.0,44176.76,10,5022.88,0.1202316010181127,0.7164317658278835,0,0.132332667484293,0.7216575861888026,479.6793811763796,143.90381435291388,0,0,0
INV_00080,32.8,54224.32,44,4791.69,0.203817099739085,0.6690491780353768,0,0.1981416860529522,0.7006167837142644,665.1890700927105,199.55672102781315,0,0,0
INV_00081,38.6,35778.09,1,4003.23,0.1076999832063064,0.582963002385543,0,0.1295663348104577,0.7122594494530707,369.4374652525435,110.83123957576305,0,0,0
INV_00082,49.8,55363.36,60,6035.62,0.2609513386044041,0.9251082879880184,0,0.2882985135880369,0.7221669130546438,1256.6139570240628,376.9841871072188,0,0,0
INV_00083,29.8,88696.26,46,9415.89,0.1717623192519878,0.8822534436567608,0,0.2201258130370792,0.7077242785552462,1466.8862702902309,440.0658810870693,0,0,0
INV_00084,26.9,68065.53,11,6538.4,0.1048811015077905,0.4789306515368091,0,0.1142486878536694,0.7328269407378099,547.4243780501174,164.2273134150352,0,0,0
INV_00085,30.0,95445.56,22,10230.74,0.1074230485427922,0.7982475330145278,0,0.1130891557035208,0.7037230809378775,814.1975757624028,244.25927272872084,0,0,0
INV_00086,44.2,61191.18,95,5196.57,0.410486902777566,0.8683514560639843,1,0.3190881458966565,0.7067422012338277,1171.8943950257817,351.5683185077345,0,0,0
INV_00087,38.3,50767.08,17,2622.62,0.1307832013993222,0.8542390325661027,0,0.1439804920817579,0.7196508650696145,271.74456957751994,81.52337087325598,0,0,0
INV_00088,29.7,109964.0,3,11703.29,0.0681698203716612,0.5606843296575179,0,0.0587459594135245,0.6981937143265174,480.0228402099603,144.0068520629881,0,0,0
INV_00089,40.1,56437.17,39,5809.31,0.1851460786713161,0.8229603496458928,0,0.1702959487769614,0.7167649535602618,709.0969721187656,212.7290916356297,0,0,0
INV_00090,36.0,123097.49,3,11699.67,0.0623221461063793,0.6742940604413583,0,0.0587459594135245,0.6917185206229728,475.42390744528876,142.62717223358663,0,0,0
INV_00091,44.7,82781.0,6,6806.95,0.0866913741647289,0.4286559748705458,0,0.1094193333441974,0.7229209293020388,538.4401333913243,161.53204001739726,0,0,0
INV_00092,28.0,39011.05,42,1864.53,0.2153946131268112,0.6903065833712393,0,0.2201258130370792,0.7370851246719886,302.52271908790976,90.75681572637292,0,0,0
INV_00093,31.7,48418.17,6,4893.56,0.1087380311922683,0.6480038653616578,0,0.1257076257076257,0.7188356648665685,442.19737252816446,132.65921175844935,0,0,0
INV_00094,31.1,109443.6,28,12593.15,0.109497599779564,0.5709136979134604,1,0.1853865840121359,0.7057456928371453,1647.6346429073335,494.2903928722,0,0,0
INV_00095,20.4,91349.1,12,8996.35,0.0916545121702666,0.7895588335299624,0,0.101373561844108,0.7250433016010293,661.2337219603668,198.37011658811002,0,0,0
INV_00096,38.0,76204.75,29,7259.14,0.1379463422143655,0.9314363118024488,0,0.1523968264089844,0.7111845805763026,786.7620937394079,236.02862812182235,0,0,0
INV_00097,37.6,72001.49,6,7175.78,0.0931323929291867,0.6955869987638519,0,0.0832354552464182,0.7226371267823691,431.6162081129314,129.4848624338794,0,0,0
INV_00098,35.1,30037.03,11,5182.91,0.1339671053510237,0.7512671744923499,0,0.1389854870867529,0.7218020655939372,519.9495916679626,155.9848775003888,0,0,0
INV_00099,32.7,32458.3,8,3997.73,0.1250041943256089,0.9151352547271748,0,0.133770990913848,0.7131090324806011,381.3566648228584,114.40699944685753,0,0,0
INV_00100,20.8,59735.82,6,5040.01,0.1009808927128119,0.4393217921923115,0,0.0880648097558903,0.7230573107933523,320.92719552786116,96.27815865835835,0,0,0
INV_00101,30.8,36068.88,8,3634.99,0.1221477087369779,0.7086374617935772,0,0.1261649742662401,0.7131090324806011,327.0378065367688,98.11134196103065,0,0,0
INV_00102,31.6,46929.99,8,5025.44,0.1138919741808075,0.6114945927692035,1,0.1261649742662401,0.7223083428694673,457.96841499528057,137.39052449858417,0,0,0
INV_00103,27.0,45418.8,63,3485.54,0.287710740022552,0.6999786404817036,0,0.2739149888143177,0.7032483904556822,671.4205287421654,201.4261586226496,0,0,0
INV_00104,33.4,70174.68,16,7776.61,0.1134028743587657,0.69762924642552,0,0.101373561844108,0.7194128021089354,567.1437982918876,170.1431394875663,0,0,0
INV_00105,39.0,60876.44,13,5269.83,0.114014462142586,0.6203599794494802,1,0.1174611616543785,0.7327723419903109,453.58633874248204,136.0759016227446,0,0,0
INV_00106,53.9,87645.62,14,7253.62,0.097500786991458,0.8405212181330647,0,0.10620291635358,0.7382968245013505,568.7510918293182,170.62532754879544,0,0,0
INV_00107,36.7,61447.47,112,6220.88,0.4966726333993696,0.7481261171316964,0,0.3857548125633232,0.6919562509824958,1660.5112176560167,498.15336529680496,0,0,1
INV_00108,37.6,59172.91,22,5835.14,0.1355955815107059,0.5153539500790262,0,0.1391218755210136,0.7162044025279437,581.4115975180746,174.42347925542236,0,0,0
INV_00109,34.3,53317.62,25,5330.74,0.1483331029133925,0.9581325155199202,0,0.1391218755210136,0.7163683181972417,531.2748965272996,159.38246895818986,0,0,0
INV_00110,18.0,94759.37,8,8711.29,0.083097610826968,0.5286076815140066,0,0.101373561844108,0.7163347767935481,632.5912983624056,189.77738950872168,0,0,0
INV_00111,34.7,53592.75,13,4734.16,0.1195006351785557,0.4036853372463608,0,0.1179185102129928,0.7148041590856868,399.035915201928,119.71077456057839,0,0,0
INV_00112,35.6,38525.9,5,4981.04,0.1138452351639072,0.7208904731481818,0,0.1145171496687752,0.7207416428523125,411.1214861331757,123.33644583995272,0,0,0
INV_00113,59.6,73777.95,24,7818.88,0.1281051366378262,0.6243302641426317,0,0.1519170000182658,0.7612062385948271,904.1765980425206,271.2529794127562,0,0,0
INV_00114,33.1,50521.25,9,4095.38,0.1133264544374738,0.9363293804729208,1,0.1179185102129928,0.7169275840731122,346.2194635116387,103.86583905349161,0,0,0
INV_00115,38.0,82252.35,28,6274.54,0.1304201052067188,0.8052341132683127,1,0.1481851481851482,0.7152015751473901,664.989875670916,199.4969627012748,0,0,0
INV_00116,34.7,100173.88,5,9102.97,0.0756905166080112,0.8088643114573852,0,0.0734161236027793,0.7019802603774355,469.13675692808795,140.74102707842638,0,0,0
INV_00117,23.3,48464.67,11,5003.77,0.1191038744801527,0.7912333013524908,0,0.1291089862518434,0.7232259920324706,467.2268969659571,140.16806908978714,0,0,0
INV_00118,46.4,98264.62,13,9194.53,0.0891954466490045,0.5845087054816382,0,0.101373561844108,0.722674768370611,673.5923281554444,202.07769844663332,0,0,0
INV_00119,42.5,83363.99,4,7626.75,0.083156277668159,0.8656728909803717,0,0.0824991685854782,0.7159549979992819,450.4792670677725,135.14378012033174,0,0,0
INV_00120,42.9,41381.52,2,3548.99,0.1057632110393929,0.9170467501727988,0,0.1261649742662401,0.7118979824256209,318.75818199031505,95.62745459709451,0,0,0
INV_00121,25.9,36339.1,8,3561.2,0.121936197589932,0.5301332992711015,1,0.1261649742662401,0.7120715899442253,319.9328441954657,95.97985325863971,0,0,0
INV_00122,49.0,35171.42,16,4301.77,0.1417606542643875,0.7942290029834659,0,0.1433265316244039,0.7226477930522754,445.55411463123704,133.6662343893711,0,0,0
INV_00123,21.0,32181.22,22,3217.7,0.1604090154926862,0.7946587745140798,0,0.1433265316244039,0.7036141721996281,324.49403693666176,97.34821108099852,0,0,0
INV_00124,40.9,93216.23,12,9383.56,0.0905252742396165,0.4361841157012461,0,0.0832354552464182,0.7202542015535743,562.5508624951483,168.76525874854448,0,0,0
INV_00125,56.9,48784.07,14,4653.55,0.1254917964031888,0.5648516130153305,0,0.1389854870867529,0.7747545606007097,501.09258861856495,150.32777658556947,0,0,0
INV_00126,25.1,39276.77,16,3428.32,0.1381510111589192,0.9043736853223084,0,0.1295663348104577,0.7115111975151861,316.04961460383817,94.81488438115144,0,0,0
INV_00127,29.3,42440.99,15,5138.34,0.1330257993035217,0.8388277389729977,0,0.1295663348104577,0.7217369499773736,480.50061884528566,144.15018565358568,0,0,0
INV_00128,36.0,68499.01,2,7592.3,0.0884375981510816,0.8852388614583777,0,0.0824991685854782,0.7226483427426048,452.63688693172253,135.79106607951675,0,0,0
INV_00129,30.0,115194.33,11,13564.71,0.0766748248826966,0.3772118647506225,0,0.0251928830105495,0.7325781241602409,250.34696410839626,75.10408923251887,0,0,0
INV_00130,19.5,41632.19,5,4773.78,0.1115759795900814,0.6511337814685271,1,0.1179185102129928,0.7076890201333853,398.37019832312063,119.51105949693618,0,0,0
INV_00131,35.7,78514.66,16,7353.05,0.1074201688025814,0.7060293658857046,0,0.1060179727999797,0.7200079759877964,561.2861452505563,168.3858435751669,0,0,0
INV_00132,24.4,53491.9,29,4444.54,0.1588868485863751,0.3551711570105277,0,0.1389854870867529,0.7117978661034676,439.69644494899563,131.90893348469868,0,0,0
INV_00133,39.7,68910.45,18,7843.99,0.1185773728671334,0.9225096486853026,0,0.1179185102129928,0.726775501905654,672.2321741760078,201.66965225280234,0,0,0
INV_00134,25.8,37168.68,6,2901.88,0.1169620594024619,0.6559131152479608,0,0.0997804036153031,0.7045406690033215,204.00028450034165,61.20008535010249,0,0,0
INV_00135,50.5,74364.4,5,8246.18,0.0899820456486719,0.1974979467941769,1,0.0824991685854782,0.7308944476879443,497.2296810646155,149.16890431938464,0,0,0
INV_00136,27.2,47010.59,1,3941.14,0.1000645913713426,0.8239608599634972,1,0.1109708796541536,0.7163300960977171,313.2882373238406,93.98647119715217,0,0,0
INV_00137,31.8,43301.49,12,4679.31,0.1253616411746962,0.5804195099827767,0,0.1295663348104577,0.7163275873114375,434.295839015498,130.2887517046494,0,0,0
INV_00138,43.1,52491.7,12,4189.42,0.1181837728686442,0.8664083452705809,0,0.1295663348104577,0.7160176345401156,388.65995294307055,116.59798588292117,0,0,0
INV_00139,22.7,71042.97,6,7884.18,0.0937254592838409,0.6001748053390948,0,0.0832354552464182,0.7198817167313547,472.4175617082719,141.72526851248156,0,0,0
INV_00140,37.3,49455.76,29,3711.9,0.1628669169133139,0.6971552038362602,0,0.1433265316244039,0.700102183402717,372.46398989118427,111.73919696735528,0,0,0
INV_00141,48.1,43487.28,10,4621.69,0.1207653812906669,0.8357189009333731,0,0.1295663348104577,0.7294857528241514,436.82732762325213,131.04819828697563,0,0,0
INV_00142,18.9,50215.71,23,4823.73,0.1460015096456006,0.7943802821322518,0,0.1274740509235488,0.7051259856517192,433.58225320941995,130.07467596282598,0,0,0
INV_00143,36.8,49650.83,21,5066.89,0.141434880650375,0.8208811130318067,1,0.1433265316244039,0.7182781969381635,521.6278268488643,156.48834805465927,0,0,0
INV_00144,37.6,68155.06,19,6419.7,0.1213364494568248,0.9406382838933888,0,0.1179185102129928,0.7254899905025577,549.196982036233,164.75909461086988,0,0,0
INV_00145,42.8,44726.52,48,4053.39,0.2295684311370438,0.4901968125243872,0,0.1897323946839955,0.699652648058997,538.0744396294017,161.4223318888205,0,0,0
INV_00146,22.6,44235.0,1,4578.28,0.101905330306539,0.526885895030394,1,0.1108473273094517,0.7082245786089029,359.41696340648207,107.82508902194462,0,0,0
INV_00147,21.8,37298.99,2,2727.76,0.1086171475689067,0.8070766134287154,0,0.0993230550566888,0.7017975313631198,190.13762385854537,57.04128715756361,0,0,0
INV_00148,40.2,70354.91,26,6027.47,0.1356880878311842,0.7764103091864842,0,0.1439804920817579,0.7295902183787795,633.1661864216793,189.94985592650377,0,0,0
INV_00149,38.0,57006.71,9,5342.12,0.1086523747009154,0.56822946802574,0,0.1108473273094517,0.7220273663984601,427.5555261270813,128.2666578381244,0,0,0
INV_00150,37.5,94450.8,87,9047.61,0.3165083104634072,0.8841864077818266,0,0.258032169762371,0.6983437479846246,1630.335464004202,489.1006392012606,0,0,0
INV_00151,38.5,88133.16,5,7807.92,0.0820784934157945,0.8631811003141139,0,0.0734161236027793,0.7105700840223625,407.31811373762656,122.19543412128796,0,0,0
INV_00152,28.2,59726.82,5,6896.9,0.0991302729514369,0.5486199587463186,1,0.0880648097558903,0.7285458620156092,442.4999502007513,132.74998506022538,0,0,0
INV_00153,37.3,50974.31,18,4762.96,0.1329703680158455,0.8234086659884299,0,0.1179185102129928,0.7061813874393,396.6205247168109,118.98615741504327,0,0,0
INV_00154,37.9,53572.14,7,5130.55,0.1070984021659793,0.7254580618570546,0,0.1145171496687752,0.7220273663984601,424.2170434755753,127.26511304267258,0,0,0
INV_00155,27.9,40363.81,9,2708.85,0.1209990259619417,0.5174043310256965,0,0.1303696303696303,0.7108249268348078,251.0290833655036,75.30872500965107,0,0,0
INV_00156,53.7,37456.77,51,5817.31,0.2505299276164278,0.4445683108415141,0,0.2132552266355681,0.724341833256388,898.5980247059188,269.5794074117756,0,0,0
INV_00157,39.7,35387.84,1,5965.85,0.1079742500322109,0.8619871543627778,0,0.1261649742662401,0.7320392131848414,550.9922352150173,165.29767056450518,0,0,0
INV_00158,23.1,49033.2,16,4122.92,0.1298818213378234,0.7101014865253099,0,0.1179185102129928,0.7064522737119379,343.45490166408155,103.03647049922446,0,0,0
INV_00159,41.6,22004.19,9,3426.51,0.1360038247869292,0.5464496226526723,0,0.1709892330836911,0.7152110296636196,419.03950819602665,125.71185245880798,0,0,0
INV_00160,25.3,112757.76,9,11183.96,0.075031900846759,0.7997625847642619,0,0.0734161236027793,0.7023526549851437,576.6898177989791,173.00694533969371,0,0,0
INV_00161,42.9,33930.48,6,4996.82,0.119427440776513,0.8967612591499786,0,0.1261649742662401,0.7176611562471645,452.430577578853,135.7291732736559,0,0,0
INV_00162,46.6,129684.92,3,13304.73,0.0595685379541118,0.3834217635617928,0,0.0114942528735632,0.7168427282642352,109.62527531056324,32.88758259316897,0,0,0
INV_00163,26.8,34106.58,1,3510.42,0.1088790533937563,0.9359882448338276,0,0.0997804036153031,0.7118134327950889,249.327691510322,74.7983074530966,0,0,0
INV_00164,44.6,53714.17,88,2872.15,0.3889654950333912,0.8541983760950127,0,0.3143262411347517,0.6998759852460084,631.8425198907659,189.55275596722976,0,0,0
INV_00165,39.1,64331.32,22,5554.53,0.1312391769911608,0.5543024334498824,0,0.1274740509235488,0.7263945099310021,514.3297635817914,154.29892907453743,0,0,0
INV_00166,43.2,55955.79,31,5616.1,0.1620171178224638,0.8340074426882679,0,0.1530507868663384,0.7107584555933866,610.9313815111367,183.279414453341,0,0,0
INV_00167,54.0,41582.28,2,4356.89,0.105624586354524,0.8687578275649604,0,0.1261649742662401,0.7177724602192553,394.5501291366863,118.36503874100588,0,0,0
INV_00168,32.5,40735.64,1,2858.73,0.1042687989418358,0.7722731545061163,1,0.1261649742662401,0.7070969369967419,255.02978141849096,76.50893442554728,0,0,0
