invoice_id,age,annual_income,days_past_due,outstanding_amount,true_pd,true_lgd,default_flag,pred_pd,pred_lgd
INV_00033,24.4,28267.4,8,2297.83,0.1283914006092084,0.7333722869986956,0,0.12956633481045776,0.7235423121135942
INV_00034,43.2,81825.64,5,7323.16,0.085617518817782,0.6404087059986323,0,0.08323545524641829,0.7180830060445079
INV_00035,22.8,123744.06,12,13345.89,0.0737648503892709,0.8666632910854927,0,0.04725170653996128,0.724075522867012
INV_00036,37.1,46695.35,15,3624.28,0.1294822319117361,0.9539389151114948,1,0.12956633481045776,0.7086845789631159
INV_00037,18.0,65833.78,2,6876.34,0.090019801261971,0.8685128232673183,0,0.12099381991698589,0.7264400354323389
INV_00038,21.7,43196.07,33,4627.96,0.1811095778863655,0.6201671281441552,0,0.1481851481851482,0.7120985116191454
INV_00039,37.0,32017.97,11,2350.0,0.1322970646600239,0.8888838600047381,0,0.14332653162440395,0.7221578607420415
INV_00040,42.4,85898.75,11,8745.56,0.0932652824037635,0.6170946031301039,0,0.101373561844108,0.7085508919929998
INV_00041,36.7,66651.28,22,5730.18,0.1293189446462737,0.4039532826930824,0,0.1274740509235488,0.7188053425873178
INV_00042,33.8,39087.54,30,4430.55,0.1764349089737137,0.533824752738622,0,0.16276297753143812,0.7049420400811656
INV_00043,32.0,32523.7,86,1937.42,0.4162705609500928,0.6199242989786512,0,0.2739149888143177,0.7074655558112302
INV_00044,20.2,127474.37,4,12407.83,0.0616618802724702,0.6882825615426356,0,0.04725170653996128,0.7061459527803163
INV_00045,27.8,29686.73,9,2715.9,0.1295428580851454,0.7412382977483069,1,0.12956633481045776,0.7087405667064754
INV_00046,30.4,71317.86,4,8244.74,0.0901161473897898,0.8123855414190333,0,0.08249916858547829,0.7223305595057216
INV_00047,45.6,58078.06,43,5947.85,0.1960170662307269,0.69728652773824,0,0.21203057494184116,0.7097448066713519
INV_00048,38.4,77431.12,16,8698.13,0.108181460910046,0.833176078013103,0,0.09797220129989032,0.7190265864523872
INV_00049,18.0,109305.48,39,11485.24,0.1337651877291561,0.8223283991468097,1,0.20755770662695458,0.7107693615324747
INV_00050,38.2,21624.95,85,2710.8,0.4306732978022929,0.8232305079727018,1,0.31432624113475177,0.6875816279649325
INV_00051,31.1,33881.46,16,3056.21,0.1429110073262916,0.8384694685786948,0,0.12956633481045776,0.7025976527465567
INV_00052,28.2,50484.0,3,6069.31,0.1015022254516268,0.7778328590477827,0,0.0880648097558903,0.7285441295725045
INV_00053,41.1,114016.81,9,11045.51,0.0743960690812501,0.9389090078296196,0,0.07341612360277933,0.7104453336934514
INV_00054,45.3,44032.84,1,2673.46,0.1020405659379235,0.9136773808622662,0,0.1261649742662401,0.7094093990156926
INV_00055,44.3,40429.48,38,3828.16,0.2001199087309068,0.4026246172413734,1,0.21762091744193693,0.7028448694904188
INV_00056,26.6,23183.78,1,2771.85,0.1168658129098811,0.730171655502939,0,0.1261649742662401,0.6984910037186889
INV_00057,31.9,38791.67,18,2272.54,0.1435697509859165,0.5013218672938498,0,0.1431901431901432,0.723880388111087
INV_00058,38.3,70082.42,3,6123.14,0.0891700329194124,0.523835660143488,0,0.08323545524641829,0.7259858856848033
INV_00059,44.8,50635.37,1,3832.95,0.0977052136200342,0.7594660089720462,0,0.1261649742662401,0.7155411281902581
INV_00060,30.2,38390.67,6,4625.78,0.1160432389384781,0.7795812728440792,0,0.1261649742662401,0.7164516185547773
INV_00061,33.1,128352.25,17,14508.09,0.0786511722840064,0.8667150140545139,0,0.06192187072921612,0.7286071991763233
INV_00062,23.9,46587.1,2,4449.01,0.1022202537836517,0.5571422107875191,0,0.10280155580936233,0.714546580908448
INV_00063,23.0,56622.63,20,6193.79,0.1329675729869495,0.6833041514643171,0,0.11791851021299289,0.7175562071034048
INV_00064,43.1,37424.07,23,4247.93,0.1580420735042456,0.6233760339661657,0,0.16762159409218233,0.7090431480072152
INV_00065,48.6,31933.63,70,4747.16,0.3399115195917866,0.9645011018761966,0,0.2739149888143177,0.712168334908607
INV_00066,34.3,74842.38,46,6831.69,0.1866410808668756,0.9722914128046476,1,0.22549019607843138,0.7120541333948567
INV_00067,45.0,26670.27,17,2447.15,0.152126006543497,0.7884078010688834,0,0.1481851481851482,0.7094043550463889
INV_00068,38.6,67092.37,32,6368.47,0.1539395831528267,0.7829117482824118,0,0.1481851481851482,0.7214677534742513
INV_00069,28.5,62428.82,10,6318.25,0.1068268442274707,0.9861781915347212,1,0.11424868785366941,0.7315508291038106
INV_00070,38.6,33096.67,18,5813.98,0.1487612943786138,0.8390755390366511,1,0.1709892330836911,0.7190936515226098
INV_00071,50.4,35764.64,11,3607.27,0.1291866780616531,0.6867555452713203,0,0.13912187552101368,0.7181425677970685
INV_00072,34.6,46755.69,9,3820.86,0.1161200572328244,0.7922805585717524,0,0.12956633481045776,0.7166160677998193
INV_00073,50.6,31039.65,27,1949.47,0.1759899342430592,0.6509838361622438,1,0.18540339035499123,0.7306417033227827
INV_00074,18.0,24869.82,8,3739.63,0.131194594899586,0.8463359554114642,1,0.19114442604375492,0.7115314030421475
INV_00075,43.2,48929.39,10,4033.68,0.1166073957722019,0.6518643782365742,0,0.12956633481045776,0.7161280338514396
INV_00076,35.9,76796.74,10,8343.26,0.0972176002617472,0.5242195495753076,0,0.08323545524641829,0.7236521631434715
INV_00077,32.0,59522.64,41,5272.57,0.187983541356423,0.7944991610329188,0,0.22012581303707926,0.7095363525655138
INV_00078,35.9,91331.76,4,7866.48,0.0788249582709275,0.8563453262778077,0,0.07341612360277933,0.7115823549044038
INV_00079,18.0,44176.76,10,5022.88,0.1202316010181127,0.7164317658278835,0,0.13233266748429304,0.7216575861888026
INV_00080,32.8,54224.32,44,4791.69,0.203817099739085,0.6690491780353768,0,0.19814168605295226,0.7006167837142644
INV_00081,38.6,35778.09,1,4003.23,0.1076999832063064,0.582963002385543,0,0.12956633481045776,0.7122594494530707
INV_00082,49.8,55363.36,60,6035.62,0.2609513386044041,0.9251082879880184,0,0.2882985135880369,0.7221669130546438
INV_00083,29.8,88696.26,46,9415.89,0.1717623192519878,0.8822534436567608,0,0.22012581303707926,0.7077242785552462
INV_00084,26.9,68065.53,11,6538.4,0.1048811015077905,0.4789306515368091,0,0.11424868785366941,0.7328269407378099
INV_00085,30.0,95445.56,22,10230.74,0.1074230485427922,0.7982475330145278,0,0.11308915570352089,0.7037230809378775
INV_00086,44.2,61191.18,95,5196.57,0.410486902777566,0.8683514560639843,1,0.3190881458966565,0.7067422012338277
INV_00087,38.3,50767.08,17,2622.62,0.1307832013993222,0.8542390325661027,0,0.14398049208175792,0.7196508650696145
INV_00088,29.7,109964.0,3,11703.29,0.0681698203716612,0.5606843296575179,0,0.05874595941352451,0.6981937143265174
INV_00089,40.1,56437.17,39,5809.31,0.1851460786713161,0.8229603496458928,0,0.17029594877696144,0.7167649535602618
INV_00090,36.0,123097.49,3,11699.67,0.0623221461063793,0.6742940604413583,0,0.05874595941352451,0.6917185206229728
INV_00091,44.7,82781.0,6,6806.95,0.0866913741647289,0.4286559748705458,0,0.1094193333441974,0.7229209293020388
INV_00092,28.0,39011.05,42,1864.53,0.2153946131268112,0.6903065833712393,0,0.22012581303707926,0.7370851246719886
INV_00093,31.7,48418.17,6,4893.56,0.1087380311922683,0.6480038653616578,0,0.1257076257076257,0.7188356648665685
INV_00094,31.1,109443.6,28,12593.15,0.109497599779564,0.5709136979134604,1,0.18538658401213592,0.7057456928371453
INV_00095,20.4,91349.1,12,8996.35,0.0916545121702666,0.7895588335299624,0,0.101373561844108,0.7250433016010293
INV_00096,38.0,76204.75,29,7259.14,0.1379463422143655,0.9314363118024488,0,0.15239682640898444,0.7111845805763026
INV_00097,37.6,72001.49,6,7175.78,0.0931323929291867,0.6955869987638519,0,0.08323545524641829,0.7226371267823691
INV_00098,35.1,30037.03,11,5182.91,0.1339671053510237,0.7512671744923499,0,0.1389854870867529,0.7218020655939372
INV_00099,32.7,32458.3,8,3997.73,0.1250041943256089,0.9151352547271748,0,0.13377099091384806,0.7131090324806011
INV_00100,20.8,59735.82,6,5040.01,0.1009808927128119,0.4393217921923115,0,0.0880648097558903,0.7230573107933523
INV_00101,30.8,36068.88,8,3634.99,0.1221477087369779,0.7086374617935772,0,0.1261649742662401,0.7131090324806011
INV_00102,31.6,46929.99,8,5025.44,0.1138919741808075,0.6114945927692035,1,0.1261649742662401,0.7223083428694673
INV_00103,27.0,45418.8,63,3485.54,0.287710740022552,0.6999786404817036,0,0.2739149888143177,0.7032483904556822
INV_00104,33.4,70174.68,16,7776.61,0.1134028743587657,0.69762924642552,0,0.101373561844108,0.7194128021089354
INV_00105,39.0,60876.44,13,5269.83,0.114014462142586,0.6203599794494802,1,0.11746116165437852,0.7327723419903109
INV_00106,53.9,87645.62,14,7253.62,0.097500786991458,0.8405212181330647,0,0.10620291635358002,0.7382968245013505
INV_00107,36.7,61447.47,112,6220.88,0.4966726333993696,0.7481261171316964,0,0.3857548125633232,0.6919562509824958
INV_00108,37.6,59172.91,22,5835.14,0.1355955815107059,0.5153539500790262,0,0.13912187552101368,0.7162044025279437
INV_00109,34.3,53317.62,25,5330.74,0.1483331029133925,0.9581325155199202,0,0.13912187552101368,0.7163683181972417
INV_00110,18.0,94759.37,8,8711.29,0.083097610826968,0.5286076815140066,0,0.101373561844108,0.7163347767935481
INV_00111,34.7,53592.75,13,4734.16,0.1195006351785557,0.4036853372463608,0,0.11791851021299289,0.7148041590856868
INV_00112,35.6,38525.9,5,4981.04,0.1138452351639072,0.7208904731481818,0,0.1145171496687752,0.7207416428523125
INV_00113,59.6,73777.95,24,7818.88,0.1281051366378262,0.6243302641426317,0,0.15191700001826583,0.7612062385948271
INV_00114,33.1,50521.25,9,4095.38,0.1133264544374738,0.9363293804729208,1,0.11791851021299289,0.7169275840731122
INV_00115,38.0,82252.35,28,6274.54,0.1304201052067188,0.8052341132683127,1,0.1481851481851482,0.7152015751473901
INV_00116,34.7,100173.88,5,9102.97,0.0756905166080112,0.8088643114573852,0,0.07341612360277933,0.7019802603774355
INV_00117,23.3,48464.67,11,5003.77,0.1191038744801527,0.7912333013524908,0,0.1291089862518434,0.7232259920324706
INV_00118,46.4,98264.62,13,9194.53,0.0891954466490045,0.5845087054816382,0,0.101373561844108,0.722674768370611
INV_00119,42.5,83363.99,4,7626.75,0.083156277668159,0.8656728909803717,0,0.08249916858547829,0.7159549979992819
INV_00120,42.9,41381.52,2,3548.99,0.1057632110393929,0.9170467501727988,0,0.1261649742662401,0.7118979824256209
INV_00121,25.9,36339.1,8,3561.2,0.121936197589932,0.5301332992711015,1,0.1261649742662401,0.7120715899442253
INV_00122,49.0,35171.42,16,4301.77,0.1417606542643875,0.7942290029834659,0,0.14332653162440395,0.7226477930522754
INV_00123,21.0,32181.22,22,3217.7,0.1604090154926862,0.7946587745140798,0,0.14332653162440395,0.7036141721996281
INV_00124,40.9,93216.23,12,9383.56,0.0905252742396165,0.4361841157012461,0,0.08323545524641829,0.7202542015535743
INV_00125,56.9,48784.07,14,4653.55,0.1254917964031888,0.5648516130153305,0,0.1389854870867529,0.7747545606007097
INV_00126,25.1,39276.77,16,3428.32,0.1381510111589192,0.9043736853223084,0,0.12956633481045776,0.7115111975151861
INV_00127,29.3,42440.99,15,5138.34,0.1330257993035217,0.8388277389729977,0,0.12956633481045776,0.7217369499773736
INV_00128,36.0,68499.01,2,7592.3,0.0884375981510816,0.8852388614583777,0,0.08249916858547829,0.7226483427426048
INV_00129,30.0,115194.33,11,13564.71,0.0766748248826966,0.3772118647506225,0,0.02519288301054952,0.7325781241602409
INV_00130,19.5,41632.19,5,4773.78,0.1115759795900814,0.6511337814685271,1,0.11791851021299289,0.7076890201333853
INV_00131,35.7,78514.66,16,7353.05,0.1074201688025814,0.7060293658857046,0,0.10601797279997971,0.7200079759877964
INV_00132,24.4,53491.9,29,4444.54,0.1588868485863751,0.3551711570105277,0,0.1389854870867529,0.7117978661034676
INV_00133,39.7,68910.45,18,7843.99,0.1185773728671334,0.9225096486853026,0,0.11791851021299289,0.726775501905654
INV_00134,25.8,37168.68,6,2901.88,0.1169620594024619,0.6559131152479608,0,0.09978040361530317,0.7045406690033215
INV_00135,50.5,74364.4,5,8246.18,0.0899820456486719,0.1974979467941769,1,0.08249916858547829,0.7308944476879443
INV_00136,27.2,47010.59,1,3941.14,0.1000645913713426,0.8239608599634972,1,0.11097087965415368,0.7163300960977171
INV_00137,31.8,43301.49,12,4679.31,0.1253616411746962,0.5804195099827767,0,0.12956633481045776,0.7163275873114375
INV_00138,43.1,52491.7,12,4189.42,0.1181837728686442,0.8664083452705809,0,0.12956633481045776,0.7160176345401156
INV_00139,22.7,71042.97,6,7884.18,0.0937254592838409,0.6001748053390948,0,0.08323545524641829,0.7198817167313547
INV_00140,37.3,49455.76,29,3711.9,0.1628669169133139,0.6971552038362602,0,0.14332653162440395,0.700102183402717
INV_00141,48.1,43487.28,10,4621.69,0.1207653812906669,0.8357189009333731,0,0.12956633481045776,0.7294857528241514
INV_00142,18.9,50215.71,23,4823.73,0.1460015096456006,0.7943802821322518,0,0.1274740509235488,0.7051259856517192
INV_00143,36.8,49650.83,21,5066.89,0.141434880650375,0.8208811130318067,1,0.14332653162440395,0.7182781969381635
INV_00144,37.6,68155.06,19,6419.7,0.1213364494568248,0.9406382838933888,0,0.11791851021299289,0.7254899905025577
INV_00145,42.8,44726.52,48,4053.39,0.2295684311370438,0.4901968125243872,0,0.18973239468399558,0.699652648058997
INV_00146,22.6,44235.0,1,4578.28,0.101905330306539,0.526885895030394,1,0.11084732730945172,0.7082245786089029
INV_00147,21.8,37298.99,2,2727.76,0.1086171475689067,0.8070766134287154,0,0.0993230550566888,0.7017975313631198
INV_00148,40.2,70354.91,26,6027.47,0.1356880878311842,0.7764103091864842,0,0.14398049208175792,0.7295902183787795
INV_00149,38.0,57006.71,9,5342.12,0.1086523747009154,0.56822946802574,0,0.11084732730945172,0.7220273663984601
INV_00150,37.5,94450.8,87,9047.61,0.3165083104634072,0.8841864077818266,0,0.25803216976237103,0.6983437479846246
INV_00151,38.5,88133.16,5,7807.92,0.0820784934157945,0.8631811003141139,0,0.07341612360277933,0.7105700840223625
INV_00152,28.2,59726.82,5,6896.9,0.0991302729514369,0.5486199587463186,1,0.0880648097558903,0.7285458620156092
INV_00153,37.3,50974.31,18,4762.96,0.1329703680158455,0.8234086659884299,0,0.11791851021299289,0.7061813874393
INV_00154,37.9,53572.14,7,5130.55,0.1070984021659793,0.7254580618570546,0,0.1145171496687752,0.7220273663984601
INV_00155,27.9,40363.81,9,2708.85,0.1209990259619417,0.5174043310256965,0,0.13036963036963037,0.7108249268348078
INV_00156,53.7,37456.77,51,5817.31,0.2505299276164278,0.4445683108415141,0,0.21325522663556815,0.724341833256388
INV_00157,39.7,35387.84,1,5965.85,0.1079742500322109,0.8619871543627778,0,0.1261649742662401,0.7320392131848414
INV_00158,23.1,49033.2,16,4122.92,0.1298818213378234,0.7101014865253099,0,0.11791851021299289,0.7064522737119379
INV_00159,41.6,22004.19,9,3426.51,0.1360038247869292,0.5464496226526723,0,0.1709892330836911,0.7152110296636196
INV_00160,25.3,112757.76,9,11183.96,0.075031900846759,0.7997625847642619,0,0.07341612360277933,0.7023526549851437
INV_00161,42.9,33930.48,6,4996.82,0.119427440776513,0.8967612591499786,0,0.1261649742662401,0.7176611562471645
INV_00162,46.6,129684.92,3,13304.73,0.0595685379541118,0.3834217635617928,0,0.011494252873563218,0.7168427282642352
INV_00163,26.8,34106.58,1,3510.42,0.1088790533937563,0.9359882448338276,0,0.09978040361530317,0.7118134327950889
INV_00164,44.6,53714.17,88,2872.15,0.3889654950333912,0.8541983760950127,0,0.31432624113475177,0.6998759852460084
INV_00165,39.1,64331.32,22,5554.53,0.1312391769911608,0.5543024334498824,0,0.1274740509235488,0.7263945099310021
INV_00166,43.2,55955.79,31,5616.1,0.1620171178224638,0.8340074426882679,0,0.1530507868663384,0.7107584555933866
INV_00167,54.0,41582.28,2,4356.89,0.105624586354524,0.8687578275649604,0,0.1261649742662401,0.7177724602192553
INV_00168,32.5,40735.64,1,2858.73,0.1042687989418358,0.7722731545061163,1,0.1261649742662401,0.7070969369967419
INV_00169,27.5,78960.87,19,7167.32,0.1131690232743448,0.6182720105754212,0,0.11791851021299289,0.7282819874758779
INV_00170,26.1,95919.3,26,10145.38,0.1152374641457124,0.7204359914771583,1,0.1389854870867529,0.713053288669709
INV_00171,26.8,26145.2,11,1231.31,0.1373000172523957,0.9569604259003316,0,0.14398049208175792,0.7122225729786035
INV_00172,34.2,60272.6,10,6160.99,0.1083390874193042,0.7013502830525996,0,0.11084732730945172,0.7246862639289785
INV_00173,38.4,71317.67,10,8369.72,0.1007875172401716,0.8872266134135264,0,0.08323545524641829,0.7219558016049952
INV_00174,37.8,58264.77,4,6211.95,0.0982462897000298,0.8398368727896804,0,0.0880648097558903,0.7256839836509171
INV_00175,43.3,29612.64,29,3296.75,0.1836075775339474,0.9887030533464268,0,0.17669188887676282,0.6946650408573855
INV_00176,35.1,68515.67,5,4831.42,0.0935424488106169,0.7497300549485647,0,0.08323545524641829,0.7227899822585679
INV_00177,49.5,89103.93,8,8088.48,0.0863000731630431,0.8500295281024194,0,0.08323545524641829,0.7261951460817193
INV_00178,32.4,37063.27,23,5760.53,0.1583931063187388,0.5825577898181553,1,0.16276297753143812,0.7146840437260065
INV_00179,62.2,41385.93,1,3539.43,0.1038259577054025,0.6705738586074381,0,0.123778296955953,0.7464368200663235
INV_00180,41.3,58769.53,30,7141.43,0.1565046333979478,0.7378808154281009,0,0.15633056082494284,0.7174823613615858
INV_00181,26.4,51632.9,46,4552.45,0.2137549301487306,0.6554814634622356,0,0.18973239468399558,0.7080226703958384
INV_00182,24.3,41480.28,2,3870.21,0.1056949963790983,0.6112464342127097,0,0.11142822821276806,0.712462889045792
INV_00183,39.8,31876.82,18,3703.27,0.1498932587169051,0.7216141634674411,0,0.13377099091384806,0.7199560794241953
INV_00184,32.8,42997.17,11,4400.41,0.1233585116646257,0.8326323667814622,0,0.1389854870867529,0.71630749108043
INV_00185,42.1,23759.73,2,2757.49,0.1185702661073826,0.5810213823265891,0,0.1375028427469657,0.7001978321059684
INV_00186,39.7,71951.78,23,6376.79,0.127294392192891,0.9043542881634244,1,0.13912187552101368,0.7305814389763896
INV_00187,34.3,38793.88,19,2743.12,0.1461216207709207,0.6921463519912212,0,0.13377099091384806,0.6974839016233837
INV_00188,26.5,77844.95,21,6898.62,0.1182212924994947,0.6435194173484293,0,0.1274740509235488,0.7273561899677239
INV_00189,19.9,48075.58,34,4275.24,0.1788916794243378,0.6534691523338892,0,0.1530507868663384,0.712521705605268
INV_00190,30.5,57111.26,7,5481.84,0.1046510712477957,0.69180983627213,0,0.0880648097558903,0.7231717935398482
INV_00191,43.6,27427.37,23,3780.01,0.1680036659526179,0.6133951799760439,0,0.17555810202869027,0.7007207114452949
INV_00192,37.1,74666.75,28,7554.02,0.1368342878207422,0.694662570785641,0,0.1481851481851482,0.7056212282816319
INV_00193,22.5,173659.48,4,17850.54,0.0447949956101191,0.5691095121856684,0,0.027758692506643173,0.7214546870823159
INV_00194,36.7,44849.28,63,4626.53,0.28856409705037,0.9342884633434432,0,0.31432624113475177,0.6984893065591361
INV_00195,38.9,56597.12,9,4544.28,0.1089424895278539,0.940034774453122,0,0.11746116165437852,0.7202633196472739
INV_00196,26.2,60076.33,26,6024.9,0.1447371838481466,0.8873578251203993,0,0.13912187552101368,0.7198802705613392
INV_00197,36.5,30443.55,29,3175.14,0.1826994791952975,0.3126944297006017,0,0.16276297753143812,0.6966440784316282
INV_00198,35.6,33385.01,15,4098.42,0.1408423119200389,0.7902539210312588,0,0.1389854870867529,0.7134420818970316
INV_00199,23.6,69250.5,3,5856.46,0.089664855962583,0.5277423173880804,0,0.08249916858547829,0.7278002897156967
INV_00200,38.6,37072.07,7,1666.8,0.1191825300024459,0.5209473365911933,0,0.13036963036963037,0.7262581174224352
INV_00201,40.6,47885.38,6,4964.8,0.109115802787515,0.9588323645509572,0,0.11791851021299289,0.7261101857506748
INV_00202,45.8,57174.85,15,6071.34,0.1210953772056117,0.8559252967256916,0,0.1291089862518434,0.722018816776922
INV_00203,45.5,70505.17,7,6871.13,0.0958314271459933,0.6516219805713765,0,0.0880648097558903,0.7238827911375106
INV_00204,21.2,49091.09,16,4937.13,0.1298340392144109,0.5631595521379588,0,0.11791851021299289,0.7163572857834568
INV_00205,25.6,49688.85,7,5847.66,0.1098415491225161,0.6778973140149355,0,0.0993230550566888,0.7195613474301321
INV_00206,40.2,158213.71,1,15362.57,0.0470275261338821,0.9237820218291468,0,0.02519288301054952,0.7296470197986165
INV_00207,40.1,84366.39,10,8158.0,0.0924713212583581,0.837924301421675,0,0.08323545524641829,0.7297621226777438
INV_00208,40.2,45407.18,19,4619.75,0.140196351223486,0.3504121227176462,0,0.1389854870867529,0.7238895965763434
INV_00209,70.0,49959.7,30,3776.16,0.1651893697972649,0.6341532883120782,0,0.19377599524658348,0.726297908492708
INV_00210,40.7,125396.85,1,12387.79,0.0590156577540011,0.9035502970540218,0,0.05874595941352451,0.7073162515382109
INV_00211,46.4,70631.96,6,6999.45,0.0939808020505861,0.5747193626732716,0,0.0880648097558903,0.7353627991943864
INV_00212,44.5,90125.03,85,10649.55,0.3144272157813273,0.8856685773331747,0,0.31432624113475177,0.7054624278045494
INV_00213,41.5,44890.59,7,4190.94,0.1133159249421973,0.96248050906121,0,0.12956633481045776,0.7219278138719298
INV_00214,31.8,42605.98,31,4460.61,0.1756974008703969,0.859640206546243,0,0.1481851481851482,0.7063004102877446
INV_00215,42.6,108927.44,15,11811.36,0.0862620677183762,0.8179334622848313,0,0.08249916858547829,0.7063492185261759
INV_00216,27.3,51725.42,3,4335.06,0.1006781538725274,0.6883443479420638,0,0.0880648097558903,0.720326988799973
INV_00217,32.6,51345.09,21,6510.25,0.1399386337583294,0.3573254661651206,0,0.14332653162440395,0.7227458327068278
INV_00218,30.1,43590.01,68,6122.87,0.312152293468283,0.9624484011730138,1,0.31432624113475177,0.7080892767351514
INV_00219,35.8,88252.39,44,8796.34,0.1664244113360638,0.4485899344387825,0,0.22012581303707926,0.705531920769588
INV_00220,58.1,58587.86,24,5319.36,0.1410189004729444,0.6674679985736176,0,0.1530507868663384,0.766035598215469
INV_00221,18.0,32626.78,15,4889.8,0.1415138809148248,0.7428035176945071,0,0.14398049208175792,0.7152257233349851
INV_00222,41.9,41481.2,8,4943.75,0.1179711467216974,0.6416605225025487,0,0.12956633481045776,0.7247036832050339
INV_00223,18.9,98163.19,9,9898.29,0.0827746291364942,0.592591419176788,0,0.08249916858547829,0.7088651927711618
INV_00224,30.3,59267.73,9,7353.62,0.1070630731064083,0.8142345047420104,0,0.0880648097558903,0.7233902341495841
INV_00225,45.9,88721.11,52,10193.1,0.1900540972258106,0.8611408674680228,0,0.24364864498865182,0.7110508403333369
INV_00226,35.6,64687.02,5,6132.45,0.095941074157366,0.7855823954275164,0,0.0880648097558903,0.7251433148987491
INV_00227,24.2,34263.99,10,3675.13,0.1281042630451201,0.6130218000814741,0,0.12956633481045776,0.7126126735297074
INV_00228,27.8,68209.67,12,7397.76,0.1067321918096713,0.6786369089117513,0,0.10280155580936233,0.7308876417477572
INV_00229,41.8,52305.99,11,5259.33,0.1161910824158599,0.699585099369668,1,0.12956633481045776,0.7292482048125667
INV_00230,27.7,41979.35,1,2807.06,0.1034233000125276,0.5408391240783017,0,0.09978040361530317,0.7135070694871775
INV_00231,37.2,43571.28,7,3418.87,0.1142878830133996,0.6756084575960489,0,0.1261649742662401,0.703628482240886
